Order,PID,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,price_per_sqft,total_bathrooms,age_at_sale,quality_x_area,SalePrice_log,age_group
2257,916253320,120,68.0,-0.0453284717010571,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,239.0,Gd,TA,PConc,Gd,TA,No,GLQ,1102.0,ALQ,72.0,328.0,1502.0,GasA,Ex,Y,SBrkr,1502,0,0,0.0181172260281691,1.0,0.0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,1998.0,Fin,286.0,TA,TA,Y,0,0,0,0,0,0,0,9,2007,WD ,Normal,330000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18214709.00053396,1.5,9,0.1268205821971837,12.706850963741102,New
1494,908128110,60,60.0,-0.3971650897104857,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,746.0,746.0,GasA,Ex,Y,SBrkr,760,896,0,0.3233626767980325,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,397.0,TA,TA,Y,178,128,0,0,0,0,0,7,2008,WD ,Normal,165400.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,511499.97160404007,2.5,5,2.2635387375862277,12.016128107502665,New
111,534129040,20,68.0,0.0407671413923517,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,120.0,TA,TA,CBlock,TA,TA,No,GLQ,506.0,Unf,0.0,1323.0,1829.0,GasA,Gd,Y,SBrkr,1829,0,0,0.6662682805849569,1.0,0.0,2,0,4,1,TA,8,Typ,0,Unknown,Attchd,1967.0,RFn,535.0,TA,TA,Y,0,76,0,0,0,0,0,5,2010,WD ,Normal,218500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,327945.9736671926,2.0,43,3.997609683509741,12.294545870166347,Old
1170,533215040,120,42.0,-0.7134701848559678,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,964.0,Unf,0.0,455.0,1419.0,GasA,Ex,Y,SBrkr,1419,0,0,-0.1463981792568871,1.0,0.0,1,1,2,1,Ex,5,Typ,1,TA,Attchd,2001.0,Fin,588.0,TA,TA,Y,155,58,0,0,0,0,0,9,2008,WD ,Normal,290000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-1980898.952924357,1.5,7,-1.317583613311984,12.577639650232571,New
233,905325030,40,68.0,1.6731051795370842,Pave,Reg,Low,AllPub,Inside,Sev,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258.0,Unf,0.0,74.0,1332.0,GasA,TA,Y,SBrkr,1332,192,0,0.0617237189952924,2.0,0.0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,586.0,TA,TA,Y,268,0,0,0,0,0,0,4,2010,WD ,Normal,260000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4212319.09275962,0.5,31,0.4320660329670472,12.468440756144114,Old
67,528445060,20,73.0,-0.1417356805906463,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,226.0,Gd,TA,PConc,Gd,TA,Unknown,Unf,0.0,Unf,0.0,1595.0,1595.0,GasA,Ex,Y,SBrkr,1595,0,0,0.2024537644800996,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,880.0,TA,TA,Y,144,0,0,0,0,0,0,5,2010,WD ,Normal,221500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1094076.964035769,2.0,5,1.6196301158407969,12.308182383129823,New
2645,902110120,190,56.0,-0.296036909251561,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,Gd,N,SBrkr,1084,867,0,0.9080861052208228,0.0,0.0,2,0,4,2,Fa,9,Typ,0,Unknown,Detchd,1993.0,Unf,576.0,TA,TA,P,0,6,28,0,0,0,0,4,2006,WD ,Normal,111500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,122785.71311570297,2.0,106,3.632344420883291,11.62178883845196,
2073,905352010,20,68.0,0.1176692835349493,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1984,1984,Hip,CompShg,Wd Sdng,Wd Sdng,136.0,TA,TA,PConc,Gd,TA,No,BLQ,299.0,LwQ,891.0,0.0,1190.0,GasA,Ex,Y,SBrkr,1522,0,0,0.0577594923619176,0.0,0.0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1984.0,Fin,552.0,TA,TA,Y,0,77,0,0,168,0,0,2,2007,WD ,Normal,182000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3150997.222406296,2.0,23,0.3465569541715056,12.111767460549332,Recent
537,531369010,60,96.0,0.0621357495482916,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,835.0,835.0,GasA,Ex,Y,SBrkr,871,941,0,0.6325723542012707,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Unknown,BuiltIn,2004.0,RFn,478.0,TA,TA,Y,146,91,0,0,0,0,0,1,2009,WD ,Normal,193000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,305103.43792007014,2.5,5,4.428006479408895,12.170450649220747,New
126,534427010,90,98.0,0.3891251487717436,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,5,6,1962,2001,Hip,CompShg,HdBoard,HdBoard,144.0,TA,TA,CBlock,TA,TA,No,BLQ,1500.0,Unf,0.0,228.0,1728.0,GasA,TA,Y,SBrkr,1728,0,0,0.466074835599527,2.0,0.0,2,0,6,2,TA,10,Typ,0,Unknown,Unknown,1979.0,Unknown,0.0,Unknown,Unknown,Y,0,0,0,0,0,0,0,1,2010,Oth,Abnorml,84900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,182159.5879356808,2.0,48,2.3303741779976352,11.349241150793087,Old
2134,907192150,60,72.0,0.147734418265981,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,828,0,0.3471480365982816,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Unknown,Attchd,2003.0,RFn,500.0,TA,TA,Y,144,68,0,0,0,0,0,9,2007,WD ,Normal,180000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,518510.7822121873,2.5,4,2.430036256187971,12.100717685412471,New
1255,535375140,20,60.0,-0.0007277139802291,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,Slab,Unknown,Unknown,Unknown,Unknown,0.0,Unknown,0.0,0.0,0.0,GasA,TA,N,SBrkr,869,0,0,-1.2365605034349707,0.0,0.0,1,0,1,1,TA,3,Typ,0,Unknown,Detchd,1948.0,Unf,390.0,Fa,TA,N,0,0,66,0,0,0,0,8,2008,WD ,Normal,89900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-72701.65895665593,1.0,60,-4.946242013739883,11.40646434386837,Old
2425,528228430,120,68.0,-0.8765921761859041,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,18.0,Gd,TA,PConc,Gd,TA,No,GLQ,1059.0,Unf,0.0,306.0,1365.0,GasA,Ex,Y,SBrkr,1548,0,0,0.1092944385957906,1.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2004.0,Fin,388.0,TA,TA,Y,143,20,0,0,0,0,0,9,2006,WD ,Normal,225000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2058659.1860554707,2.0,2,0.7650610701705345,12.323860125621126,New
1977,902106120,30,56.0,-0.7016677559326289,Pave,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1Story,5,5,1922,1950,Gable,CompShg,AsbShng,AsbShng,0.0,TA,TA,PConc,Fa,Fa,No,LwQ,782.0,Unf,0.0,240.0,1022.0,GasA,TA,N,FuseF,1022,0,0,-0.9332971659817948,1.0,0.0,1,0,2,1,Fa,4,Typ,1,Gd,Detchd,1922.0,Unf,184.0,TA,Fa,N,0,122,20,0,0,0,0,2,2007,WD ,Normal,89500.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-95896.57320543691,1.0,85,-4.666485829908973,11.402005077384883,Old
2403,528172150,60,68.0,0.3835345245448988,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,112.0,Gd,TA,PConc,Gd,TA,No,GLQ,994.0,Unf,0.0,426.0,1420.0,GasA,Ex,Y,SBrkr,1426,488,0,0.834747912503388,1.0,0.0,2,1,3,1,Gd,9,Typ,1,TA,BuiltIn,2004.0,RFn,746.0,TA,TA,Y,168,127,0,0,0,0,0,2,2006,WD ,Normal,279000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,334232.64176041604,2.5,2,6.677983300027104,12.53897064502647,New
2270,916455150,20,80.0,0.1462435851388223,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,886.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1329.0,Unf,0.0,593.0,1922.0,GasA,Ex,Y,SBrkr,1922,0,0,0.8506048190368874,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Ex,Attchd,2002.0,Fin,692.0,TA,TA,Y,201,64,0,0,0,0,0,4,2007,WD ,Normal,282000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,331528.80596103315,2.0,5,6.8048385522951,12.549665896013254,New
2076,905377020,20,68.0,1.5609199867183998,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,587.0,Unf,0.0,486.0,1073.0,GasA,TA,Y,SBrkr,1630,0,0,0.2718277305641594,0.0,0.0,2,0,3,1,TA,6,Mod,1,TA,Detchd,1953.0,Unf,649.0,TA,TA,P,0,64,0,0,0,0,0,3,2007,COD,Normal,130000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,478244.069250014,2.0,54,1.3591386528207972,11.775297421715829,Old
485,528275160,60,68.0,0.3432820301116168,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,651.0,Unf,0.0,219.0,870.0,GasA,Ex,Y,SBrkr,878,1126,0,1.0131381110052562,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,644.0,TA,TA,Y,0,48,0,0,0,0,0,7,2009,WD ,Normal,257500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,254160.80710309403,2.5,7,8.10510488804205,12.458778882573531,New
1655,527354050,20,80.0,0.0338099201322782,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,253.0,TA,TA,CBlock,Gd,TA,No,GLQ,903.0,Unf,0.0,356.0,1259.0,GasA,Ex,Y,SBrkr,1353,0,0,-0.2772176581582571,1.0,0.0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979.0,RFn,478.0,TA,TA,Y,240,141,0,0,0,0,0,8,2007,WD ,Normal,192350.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-693859.1187802035,2.0,28,-1.663305948949543,12.16707710702318,Recent
2867,909282110,70,70.0,0.5071494380051325,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,1930,1959,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,697.0,697.0,GasA,Ex,Y,SBrkr,1104,697,0,0.6107691077177091,0.0,0.0,1,1,3,1,TA,8,Typ,1,Gd,Attchd,1930.0,Unf,365.0,Fa,TA,Y,0,90,0,0,0,0,0,11,2006,WD ,Normal,210000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,343828.78463633714,1.5,76,3.664614646306255,12.25486757159303,Old
2210,909275020,90,82.0,-0.3716966904548597,Pave,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,Duplex,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,423.0,TA,TA,CBlock,Gd,TA,No,Rec,484.0,Unf,0.0,495.0,979.0,GasA,TA,N,FuseF,979,979,0,0.9219608984376348,0.0,0.0,2,0,4,2,TA,8,Typ,0,Unknown,Attchd,1946.0,Unf,492.0,TA,TA,Y,0,0,0,0,0,0,0,8,2007,WD ,Normal,145000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,157273.4811701002,2.0,61,5.531765390625808,11.884495917930655,Old
2349,527355060,60,81.0,0.049960612343163,Pave,Reg,Lvl,AllPub,Inside,Gtl,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,68.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,945.0,945.0,GasA,TA,Y,SBrkr,945,912,0,0.7217674534522048,0.0,0.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1978.0,RFn,482.0,TA,TA,Y,400,105,0,0,0,0,0,7,2006,WD ,Normal,188900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,261718.64510722063,2.5,28,5.052372174165434,12.148978347281837,Recent
1775,528376010,60,82.0,-0.134654223236643,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,526.0,Gd,Gd,PConc,Gd,TA,No,GLQ,1225.0,Unf,0.0,100.0,1325.0,GasA,Ex,Y,SBrkr,1335,1203,0,2.071586622116341,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1996.0,RFn,933.0,TA,TA,Y,198,92,0,0,0,0,0,5,2007,WD ,Normal,330000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,159298.19032277333,2.5,11,16.57269297693073,12.706850963741102,Recent
919,909257050,70,53.0,0.0981642167879576,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,Ex,Y,SBrkr,1276,804,0,1.1637787230735006,0.0,0.0,1,1,3,1,Gd,9,Typ,2,Gd,Detchd,1926.0,Unf,282.0,TA,TA,Y,0,0,0,0,145,0,0,6,2009,WD ,Normal,234000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,201069.15117163668,1.5,83,8.146451061514504,12.36308066783498,Old
1647,527302060,60,78.0,0.2437689188737805,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,7,1981,2003,Gable,CompShg,MetalSd,MetalSd,306.0,Gd,TA,CBlock,Gd,TA,No,ALQ,321.0,Unf,0.0,404.0,725.0,GasA,Ex,Y,SBrkr,725,754,0,-0.0274713802556416,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1981.0,RFn,484.0,TA,TA,Y,167,72,0,0,0,0,0,3,2007,WD ,Normal,176000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-6406667.53407324,2.5,26,-0.1922996617894915,12.07824495582233,Recent
1027,527357110,60,75.0,-0.0478131935796548,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,6,1969,1969,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,280.0,Unf,0.0,440.0,720.0,GasA,Gd,Y,SBrkr,720,588,0,-0.3664127574091912,0.0,0.0,1,1,3,1,TA,7,Typ,0,Unknown,Detchd,1969.0,Unf,484.0,TA,TA,Y,0,0,0,0,0,0,0,6,2008,WD ,Normal,146900.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-400913.9884721576,1.5,39,-1.8320637870459564,11.89751416949074,Old
1031,527359070,60,80.0,0.0437488076466689,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403.0,Unf,0.0,400.0,803.0,GasA,TA,Y,SBrkr,1098,866,0,0.9338535783377592,0.0,0.0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1976.0,RFn,483.0,TA,TA,Y,0,69,0,0,0,0,0,9,2008,WD ,Normal,205000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,219520.49524176572,2.5,32,6.536975048364315,12.230770136157428,Old
883,907414080,60,64.0,-0.1857152578418249,Pave,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193.0,Unf,0.0,545.0,738.0,GasA,Ex,Y,SBrkr,738,738,0,-0.0334177202057039,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Unknown,Attchd,2005.0,Fin,540.0,TA,TA,Y,100,35,0,0,0,0,0,2,2009,WD ,Normal,173500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-5191856.264640879,2.5,4,-0.2005063212342235,12.0639386420412,New
1336,903226150,30,50.0,-0.5128288931592068,Pave,Reg,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,949.0,949.0,GasA,Ex,Y,SBrkr,949,0,0,-1.0779914380999769,0.0,0.0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,1924.0,Unf,370.0,TA,TA,Y,0,0,48,0,0,0,0,7,2008,WD ,Normal,119000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-110390.48715428064,1.0,84,-5.389957190499883,11.686887175419702,Old
2167,907420110,60,64.0,-0.1345299871427131,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Ex,Y,SBrkr,768,768,0,0.0855090787955415,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Unknown,Attchd,2005.0,Fin,400.0,TA,TA,Y,0,40,0,0,0,0,0,6,2007,WD ,Normal,167000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1953008.9945105035,2.5,2,0.4275453939777077,12.025755079404917,New
365,527180100,20,99.0,0.2140764924245385,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1424.0,1424.0,GasA,Ex,Y,SBrkr,1442,0,0,-0.1008095729730763,0.0,0.0,2,0,3,1,TA,5,Typ,0,Unknown,Attchd,1990.0,RFn,500.0,TA,TA,Y,0,34,0,508,0,0,0,5,2009,WD ,Normal,180500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1790504.559008567,2.0,19,-0.7056670108115345,12.103491596905933,Recent
2126,907135080,20,70.0,0.7992284948342873,Pave,IR2,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,548.0,1097.0,GasA,Ex,Y,SBrkr,1097,0,0,-0.7846386672302378,1.0,0.0,1,1,3,1,TA,6,Typ,0,Unknown,Attchd,1996.0,Unf,242.0,TA,TA,Y,306,0,0,0,0,0,0,7,2007,WD ,Normal,147900.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-188494.40663188917,1.5,11,-3.923193336151189,11.904298410001251,Recent
28,527425090,20,70.0,0.0462335295252665,Pave,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432.0,Unf,0.0,432.0,864.0,GasA,TA,Y,SBrkr,864,0,0,-1.2464710700184078,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,Unknown,1979.0,Unknown,0.0,Unknown,Unknown,Y,0,0,0,0,0,0,0,4,2010,ConLI,Normal,115000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-92260.4645756453,1.0,39,-4.985884280073631,11.652696102959752,Old
474,528228460,120,43.0,-0.862926205853617,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145,0,0,-0.6894972280292414,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,397.0,TA,TA,Y,100,16,0,0,0,0,0,9,2009,WD ,Normal,160200.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-232343.21109294723,2.0,4,-4.82648059620469,11.984184555794169,New
526,528480040,60,85.0,0.0554270004760779,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1082,871,0,0.9120503318541976,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,1043.0,TA,TA,Y,160,50,0,0,0,0,0,5,2009,WD ,Normal,252000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,276300.5408787958,2.5,4,7.296402654833581,12.437188334739655,New
